Date,Open,High,Low,Close
12/31/2020,751.63,754.30,726.51,737.80
1/1/2021,737.71,749.20,719.79,730.37
1/2/2021,730.40,786.80,718.11,774.53
1/3/2021,774.51,1006.57,771.56,975.51
1/4/2021,977.06,1153.19,912.31,1040.23
1/5/2021,1041.50,1129.37,986.81,1100.01
1/6/2021,1101.01,1209.43,1064.23,1207.11
1/7/2021,1208.08,1282.58,1167.44,1225.68
1/8/2021,1225.97,1273.83,1076.08,1224.20
1/9/2021,1223.74,1303.87,1182.27,1281.08
1/10/2021,1280.87,1347.93,1194.72,1262.25
1/11/2021,1261.62,1261.62,924.92,1090.15
1/12/2021,1088.53,1149.24,1012.76,1043.43
1/13/2021,1043.74,1134.34,994.55,1130.74
1/14/2021,1130.23,1244.16,1093.06,1218.45
1/15/2021,1221.88,1250.51,1090.72,1171.83
1/16/2021,1171.44,1290.05,1157.62,1233.54
1/17/2021,1233.45,1265.64,1174.39,1230.17
1/18/2021,1230.31,1259.45,1187.31,1257.28
1/19/2021,1257.43,1432.30,1254.52,1377.30
1/20/2021,1375.25,1405.74,1243.30,1382.27
1/21/2021,1382.68,1382.68,1098.48,1121.57
1/22/2021,1118.89,1271.69,1046.60,1236.51
1/23/2021,1235.27,1272.15,1200.89,1230.99
1/24/2021,1231.21,1395.11,1225.27,1391.61
1/25/2021,1390.64,1467.78,1304.97,1324.41
1/26/2021,1323.74,1376.09,1253.34,1357.06
1/27/2021,1358.33,1368.07,1215.31,1253.19
1/28/2021,1251.28,1356.29,1226.17,1332.49
1/29/2021,1369.09,1428.98,1292.24,1382.52
1/30/2021,1382.23,1402.40,1328.53,1376.12
1/31/2021,1376.82,1378.92,1288.50,1314.99
2/1/2021,1314.86,1373.85,1274.36,1369.04
2/2/2021,1369.51,1542.99,1362.77,1515.19
2/3/2021,1514.77,1660.91,1510.01,1660.91
2/4/2021,1661.17,1689.19,1561.85,1594.76
2/5/2021,1594.79,1756.51,1594.79,1718.65
2/6/2021,1717.80,1738.31,1649.07,1677.85
2/7/2021,1677.61,1690.04,1501.75,1614.23
2/8/2021,1613.64,1770.59,1571.58,1746.62
2/9/2021,1746.93,1815.96,1711.62,1768.04
2/10/2021,1768.04,1826.70,1686.54,1744.24
2/11/2021,1743.71,1806.54,1708.68,1783.80
2/12/2021,1783.49,1861.36,1744.17,1843.53
2/13/2021,1843.99,1871.60,1770.61,1814.11
2/14/2021,1814.37,1848.15,1789.91,1805.08
2/15/2021,1804.68,1833.83,1683.91,1779.79
2/16/2021,1778.95,1824.52,1729.64,1781.07
2/17/2021,1781.35,1853.67,1736.71,1848.46
2/18/2021,1848.21,1949.90,1848.21,1937.45
2/19/2021,1938.86,1969.55,1896.68,1960.16
2/20/2021,1959.90,2036.29,1830.53,1919.53
2/21/2021,1918.67,1974.26,1890.37,1935.60
2/22/2021,1935.56,1936.45,1580.63,1781.99
2/23/2021,1781.41,1781.41,1378.84,1570.20
2/24/2021,1571.48,1710.98,1511.02,1626.58
2/25/2021,1625.39,1670.22,1465.06,1475.70
2/26/2021,1478.65,1559.03,1407.98,1446.03
2/27/2021,1446.93,1524.93,1433.79,1459.97
2/28/2021,1459.86,1468.39,1300.47,1416.05
3/1/2021,1417.15,1567.69,1416.42,1564.71
3/2/2021,1564.06,1597.61,1461.33,1492.61
3/3/2021,1491.45,1650.36,1481.91,1575.85
3/4/2021,1574.62,1622.95,1511.10,1541.91
3/5/2021,1541.54,1547.88,1450.89,1533.28
3/6/2021,1532.37,1669.11,1519.14,1654.74
3/7/2021,1655.39,1730.92,1636.56,1723.15
3/8/2021,1724.23,1835.19,1670.94,1834.73
3/9/2021,1835.15,1868.05,1804.27,1868.05
3/10/2021,1868.49,1873.80,1766.49,1799.17
3/11/2021,1798.03,1843.82,1734.62,1826.19
3/12/2021,1826.55,1839.50,1728.98,1772.10
3/13/2021,1772.17,1937.65,1733.64,1924.69
3/14/2021,1923.86,1930.78,1845.12,1854.56
3/15/2021,1854.09,1889.20,1749.61,1791.70
3/16/2021,1792.41,1817.06,1720.05,1806.97
3/17/2021,1807.06,1839.82,1749.18,1823.45
3/18/2021,1823.16,1848.65,1705.72,1782.86
3/19/2021,1782.57,1841.20,1746.47,1817.62
3/20/2021,1817.52,1874.71,1811.73,1812.63
3/21/2021,1812.61,1823.35,1764.14,1788.22
3/22/2021,1788.36,1811.97,1674.30,1691.33
3/23/2021,1690.87,1725.11,1662.54,1678.65
3/24/2021,1678.00,1740.43,1570.79,1593.41
3/25/2021,1593.12,1625.91,1560.37,1595.36
3/26/2021,1595.21,1702.92,1594.74,1702.84
3/27/2021,1703.04,1732.82,1674.32,1716.49
3/28/2021,1716.41,1728.58,1672.66,1691.36
3/29/2021,1691.26,1837.19,1683.72,1819.68
3/30/2021,1819.47,1860.97,1793.92,1846.03
3/31/2021,1846.10,1947.84,1793.00,1918.36
4/1/2021,1919.16,1989.06,1912.18,1977.28
4/2/2021,1976.93,2152.45,1960.68,2143.23
4/3/2021,2142.90,2144.96,2028.42,2028.42
4/4/2021,2027.67,2110.35,2007.11,2093.12
4/5/2021,2093.26,2140.99,2032.39,2107.89
4/6/2021,2109.49,2151.22,2057.61,2118.38
4/7/2021,2117.73,2133.19,1945.44,1971.08
4/8/2021,1969.13,2091.52,1959.08,2088.57
4/9/2021,2088.77,2102.87,2055.16,2072.11
4/10/2021,2071.11,2197.00,2062.79,2135.94
4/11/2021,2136.16,2165.19,2119.87,2157.66
4/12/2021,2157.36,2199.72,2110.37,2139.35
4/13/2021,2139.36,2318.42,2138.56,2299.19
4/14/2021,2299.35,2449.69,2284.56,2435.10
4/15/2021,2436.03,2544.27,2409.92,2519.12
4/16/2021,2516.60,2547.56,2318.68,2431.95
4/17/2021,2429.98,2497.39,2333.68,2344.90
4/18/2021,2346.45,2365.46,2011.77,2237.14
4/19/2021,2238.03,2276.78,2086.69,2166.19
4/20/2021,2161.94,2345.83,2060.14,2330.21
4/21/2021,2331.16,2467.20,2238.37,2364.75
4/22/2021,2357.87,2641.09,2315.96,2403.54
4/23/2021,2401.26,2439.54,2117.04,2363.59
4/24/2021,2367.20,2367.74,2163.69,2211.63
4/25/2021,2214.41,2354.09,2172.52,2316.06
4/26/2021,2319.48,2536.34,2308.32,2534.48
4/27/2021,2534.03,2676.39,2485.38,2662.87
4/28/2021,2664.69,2757.48,2564.08,2746.38
4/29/2021,2748.65,2797.97,2672.11,2756.88
4/30/2021,2757.73,2796.05,2728.17,2773.21
5/1/2021,2772.84,2951.44,2755.91,2945.89
5/2/2021,2945.56,2984.89,2860.53,2952.06
5/3/2021,2951.18,3450.04,2951.18,3431.09
5/4/2021,3431.13,3523.59,3180.74,3253.63
5/5/2021,3240.55,3541.46,3213.10,3522.78
5/6/2021,3524.93,3598.90,3386.24,3490.88
5/7/2021,3490.11,3573.29,3370.26,3484.73
5/8/2021,3481.99,3950.17,3453.77,3902.65
5/9/2021,3911.46,3981.26,3743.99,3928.84
5/10/2021,3924.41,4197.47,3684.45,3952.29
5/11/2021,3948.27,4178.21,3783.89,4168.70
5/12/2021,4174.64,4362.35,3785.85,3785.85
5/13/2021,3828.92,4032.56,3549.41,3715.15
5/14/2021,3720.12,4171.02,3703.40,4079.06
5/15/2021,4075.95,4129.19,3638.12,3638.12
5/16/2021,3641.83,3878.90,3350.95,3587.51
5/17/2021,3581.34,3587.77,3129.01,3282.40
5/18/2021,3276.87,3562.47,3246.40,3380.07
5/19/2021,3382.66,3437.94,1952.46,2460.68
5/20/2021,2439.64,2993.15,2170.23,2784.29
5/21/2021,2772.34,2938.21,2113.35,2430.62
5/22/2021,2436.01,2483.98,2168.12,2295.71
5/23/2021,2298.37,2384.41,1737.47,2109.58
5/24/2021,2099.94,2672.60,2090.64,2643.59
5/25/2021,2649.03,2750.53,2394.36,2706.63
5/26/2021,2707.05,2911.74,2652.09,2888.70
5/27/2021,2888.75,2888.75,2642.61,2736.49
5/28/2021,2742.47,2761.36,2336.36,2419.91
5/29/2021,2414.07,2566.94,2208.49,2279.51
5/30/2021,2278.29,2472.19,2188.83,2390.31
5/31/2021,2387.20,2715.85,2279.51,2714.95
6/1/2021,2707.56,2739.74,2531.16,2633.52
6/2/2021,2634.46,2801.39,2555.40,2706.13
6/3/2021,2708.38,2891.25,2667.68,2855.13
6/4/2021,2857.17,2857.17,2562.64,2688.20
6/5/2021,2691.62,2817.48,2558.23,2630.58
6/6/2021,2629.75,2743.44,2616.16,2715.09
6/7/2021,2713.05,2845.19,2584.00,2590.26
6/8/2021,2594.60,2620.85,2315.55,2517.44
6/9/2021,2510.20,2625.07,2412.20,2608.27
6/10/2021,2611.14,2619.96,2435.40,2471.52
6/11/2021,2472.86,2495.41,2326.87,2353.77
6/12/2021,2354.75,2447.23,2265.76,2372.48
6/13/2021,2372.69,2547.37,2312.64,2508.39
6/14/2021,2508.77,2606.43,2469.39,2537.89
6/15/2021,2587.76,2639.23,2515.15,2610.94
6/16/2021,2544.86,2554.63,2354.35,2367.66
6/17/2021,2367.31,2457.18,2312.30,2372.00
6/18/2021,2374.59,2377.20,2147.31,2231.73
6/19/2021,2235.16,2278.42,2168.89,2178.50
6/20/2021,2171.34,2275.38,2049.96,2246.36
6/21/2021,2245.32,2259.46,1867.19,1888.45
6/22/2021,1886.67,1993.16,1707.60,1874.95
6/23/2021,1878.63,2043.53,1827.57,1989.74
6/24/2021,1968.96,2032.34,1887.43,1988.46
6/25/2021,1989.22,2017.76,1794.40,1813.22
6/26/2021,1810.88,1850.18,1719.56,1829.24
6/27/2021,1831.00,1979.96,1811.25,1978.89
6/28/2021,1981.39,2139.81,1963.62,2079.66
6/29/2021,2083.45,2242.24,2076.24,2160.77
6/30/2021,2164.22,2282.99,2090.76,2274.55
7/1/2021,2274.40,2274.40,2081.08,2113.61
7/2/2021,2109.89,2155.60,2021.82,2150.04
7/3/2021,2150.83,2237.57,2117.59,2226.11
7/4/2021,2226.55,2384.29,2190.84,2321.72
7/5/2021,2321.92,2321.92,2163.04,2198.58
7/6/2021,2197.92,2346.29,2197.92,2324.68
7/7/2021,2323.21,2403.77,2298.03,2315.16
7/8/2021,2317.95,2324.01,2089.41,2120.03
7/9/2021,2115.57,2185.38,2051.07,2146.69
7/10/2021,2147.00,2190.12,2081.92,2111.40
7/11/2021,2110.88,2172.65,2083.80,2139.66
7/12/2021,2140.51,2167.71,2011.02,2036.72
7/13/2021,2034.10,2040.69,1922.58,1940.08
7/14/2021,1941.17,2015.11,1869.22,1994.33
7/15/2021,1994.71,2037.74,1883.27,1911.18
7/16/2021,1916.60,1959.70,1853.59,1880.38
7/17/2021,1876.88,1917.60,1855.59,1898.83
7/18/2021,1900.19,1988.34,1883.01,1895.55
7/19/2021,1893.05,1916.12,1807.91,1817.30
7/20/2021,1819.08,1837.00,1722.05,1787.51
7/21/2021,1786.28,2025.68,1759.02,1990.97
7/22/2021,1994.82,2044.12,1954.30,2025.20
7/23/2021,2025.11,2129.44,2000.44,2124.78
7/24/2021,2123.96,2197.65,2107.32,2189.22
7/25/2021,2187.15,2194.44,2108.83,2191.37
7/26/2021,2191.31,2428.82,2177.33,2233.37
7/27/2021,2230.20,2316.95,2154.73,2298.33
7/28/2021,2302.08,2341.78,2250.91,2296.55
7/29/2021,2299.01,2396.45,2273.40,2380.96
7/30/2021,2382.55,2469.70,2322.34,2466.96
7/31/2021,2461.58,2551.16,2423.82,2536.21
8/1/2021,2530.46,2695.43,2520.93,2561.85
8/2/2021,2557.77,2665.73,2511.38,2610.15
8/3/2021,2609.41,2630.31,2449.35,2502.35
8/4/2021,2508.54,2764.44,2463.47,2724.62
8/5/2021,2725.67,2840.43,2540.68,2827.33
8/6/2021,2827.50,2944.90,2727.79,2890.94
8/7/2021,2891.71,3170.23,2868.54,3157.24
8/8/2021,3161.23,3184.60,2951.75,3013.73
8/9/2021,3012.89,3185.70,2900.93,3167.86
8/10/2021,3163.05,3228.94,3059.23,3141.69
8/11/2021,3142.83,3269.21,3122.92,3164.25
8/12/2021,3164.18,3236.31,2984.17,3043.41
8/13/2021,3049.00,3324.67,3037.68,3322.21
8/14/2021,3322.76,3329.28,3214.52,3265.44
8/15/2021,3266.28,3320.08,3117.79,3310.50
8/16/2021,3309.42,3333.99,3139.78,3156.51
8/17/2021,3149.38,3288.81,2996.47,3014.85
8/18/2021,3011.96,3124.98,2959.03,3020.09
8/19/2021,3019.13,3184.44,2963.15,3182.70
8/20/2021,3182.16,3298.25,3178.10,3286.94
8/21/2021,3286.93,3307.35,3209.87,3226.08
8/22/2021,3226.23,3272.73,3142.01,3242.12
8/23/2021,3241.36,3373.38,3235.85,3319.26
8/24/2021,3324.86,3358.69,3154.12,3172.46
8/25/2021,3174.27,3248.73,3086.11,3224.92
8/26/2021,3228.75,3249.66,3060.23,3100.33
8/27/2021,3096.41,3281.84,3064.49,3270.60
8/28/2021,3275.10,3284.85,3217.40,3244.40
8/29/2021,3246.77,3283.24,3158.84,3227.00
8/30/2021,3227.19,3346.58,3151.44,3224.37
8/31/2021,3227.76,3466.99,3195.22,3433.73
9/1/2021,3430.76,3836.87,3387.41,3834.83
9/2/2021,3825.03,3830.71,3726.75,3790.99
9/3/2021,3787.49,4022.47,3712.68,3940.61
9/4/2021,3937.91,3969.45,3837.93,3887.83
9/5/2021,3886.33,3979.19,3838.49,3952.13
9/6/2021,3951.52,3968.43,3868.99,3928.38
9/7/2021,3926.53,3945.31,3062.22,3426.39
9/8/2021,3428.38,3559.12,3224.76,3497.32
9/9/2021,3452.55,3562.99,3400.52,3427.34
9/10/2021,3425.56,3512.57,3157.06,3211.51
9/11/2021,3209.03,3346.53,3208.96,3270.28
9/12/2021,3270.29,3462.47,3235.11,3410.13
9/13/2021,3407.47,3426.50,3121.51,3285.51
9/14/2021,3286.32,3429.17,3273.63,3429.17
9/15/2021,3431.22,3615.28,3365.91,3615.28
9/16/2021,3613.07,3673.31,3489.81,3571.29
9/17/2021,3569.57,3589.31,3356.45,3398.54
9/18/2021,3397.42,3540.81,3371.89,3432.02
9/19/2021,3433.29,3448.32,3286.17,3329.45
9/20/2021,3329.67,3343.33,2940.84,2958.99
9/21/2021,2977.31,3101.70,2676.41,2764.43
9/22/2021,2763.21,3089.08,2741.44,3077.87
9/23/2021,3077.97,3173.54,3038.10,3155.52
9/24/2021,3154.56,3159.64,2747.34,2931.67
9/25/2021,2930.88,2968.99,2818.97,2925.57
9/26/2021,2926.34,3114.86,2744.58,3062.27
9/27/2021,3065.84,3163.67,2932.69,2934.14
9/28/2021,2928.96,2970.77,2793.36,2807.30
9/29/2021,2809.30,2946.88,2786.99,2853.14
9/30/2021,2852.56,3046.52,2840.29,3001.68
10/1/2021,3001.13,3329.85,2978.65,3307.52
10/2/2021,3308.87,3464.84,3260.03,3391.69
10/3/2021,3390.77,3484.61,3348.12,3418.36
10/4/2021,3418.78,3434.78,3283.45,3380.09
10/5/2021,3381.78,3541.45,3365.82,3518.52
10/6/2021,3516.57,3622.55,3354.47,3580.56
10/7/2021,3576.81,3650.01,3479.91,3587.97
10/8/2021,3587.83,3667.96,3547.83,3563.76
10/9/2021,3560.00,3628.24,3544.64,3575.72
10/10/2021,3575.02,3603.24,3414.97,3425.85
10/11/2021,3419.73,3622.29,3385.76,3545.35
10/12/2021,3546.48,3546.48,3407.34,3492.57
10/13/2021,3492.75,3607.74,3417.60,3606.20
10/14/2021,3604.96,3819.26,3590.28,3786.01
10/15/2021,3790.15,3895.47,3735.36,3862.63
10/16/2021,3865.67,3962.45,3805.89,3830.38
10/17/2021,3829.86,3914.90,3660.72,3847.10
10/18/2021,3847.73,3888.21,3686.75,3748.76
10/19/2021,3747.16,3883.93,3736.78,3877.65
10/20/2021,3877.73,4167.47,3833.29,4155.99
10/21/2021,4161.71,4366.09,4032.48,4054.32
10/22/2021,4055.69,4162.98,3908.34,3970.18
10/23/2021,3971.36,4171.66,3944.63,4171.66
10/24/2021,4171.86,4185.73,3967.12,4087.90
10/25/2021,4084.43,4236.67,4072.03,4217.88
10/26/2021,4217.34,4289.13,4106.82,4131.10
10/27/2021,4132.17,4299.15,3930.26,3930.26
10/28/2021,3924.82,4293.15,3905.71,4287.32
10/29/2021,4288.69,4455.74,4271.71,4414.75
10/30/2021,4414.24,4426.85,4252.49,4325.65
10/31/2021,4322.74,4394.45,4179.02,4288.07
11/1/2021,4288.22,4377.32,4160.97,4324.63
11/2/2021,4322.50,4599.95,4288.69,4584.80
11/3/2021,4589.68,4664.91,4462.98,4607.19
11/4/2021,4604.68,4606.52,4426.62,4537.32
11/5/2021,4537.42,4570.90,4447.49,4486.24
11/6/2021,4482.65,4531.00,4334.97,4521.58
11/7/2021,4523.98,4640.92,4510.98,4620.55
11/8/2021,4619.65,4822.36,4619.65,4812.09
11/9/2021,4810.07,4837.59,4718.04,4735.07
11/10/2021,4733.36,4859.50,4485.09,4636.17
11/11/2021,4635.45,4778.06,4580.99,4730.38
11/12/2021,4724.31,4808.74,4510.92,4667.12
11/13/2021,4666.72,4702.12,4582.18,4651.46
11/14/2021,4648.63,4689.84,4516.94,4626.36
11/15/2021,4627.09,4764.64,4546.60,4557.50
11/16/2021,4570.48,4891.70,4144.33,4216.37
11/17/2021,4213.91,4300.31,4107.13,4287.59
11/18/2021,4287.80,4343.56,3959.23,4000.65
11/19/2021,3995.73,4311.71,3982.92,4298.31
11/20/2021,4298.35,4434.39,4209.24,4409.93
11/21/2021,4412.20,4422.49,4255.46,4269.73
11/22/2021,4266.51,4302.02,4033.57,4088.46
11/23/2021,4089.68,4385.48,4069.77,4340.76
11/24/2021,4340.04,4376.88,4176.18,4239.98
11/25/2021,4271.39,4550.52,4249.77,4274.74
11/26/2021,4522.21,4550.84,3933.51,4030.91
11/27/2021,4043.00,4187.68,4033.51,4096.91
11/28/2021,4101.65,4297.92,3989.97,4294.45
11/29/2021,4296.95,4460.85,4284.50,4445.10
11/30/2021,4447.77,4753.27,4358.07,4631.48
12/1/2021,4623.68,4780.73,4530.27,4586.99
12/2/2021,4586.33,4628.92,4441.51,4511.30
12/3/2021,4514.36,4647.29,4100.15,4220.71
12/4/2021,4227.76,4242.73,3525.49,4119.59
12/5/2021,4119.63,4246.92,4040.22,4198.32
12/6/2021,4199.00,4375.52,3930.81,4358.74
12/7/2021,4358.59,4428.59,4264.32,4315.06
12/8/2021,4311.67,4453.11,4234.54,4439.36
12/9/2021,4433.02,4482.31,4078.84,4119.82
12/10/2021,4113.59,4227.11,3897.77,3908.50
12/11/2021,3909.67,4095.65,3846.05,4084.45
12/12/2021,4084.81,4173.61,3993.06,4134.45
12/13/2021,4136.36,4145.96,3680.61,3784.23
12/14/2021,3782.82,3866.63,3700.10,3745.44
12/15/2021,3862.25,4086.37,3664.72,4018.39
12/16/2021,4020.42,4110.37,3956.06,3962.47
12/17/2021,3959.01,3992.79,3711.42,3879.49
12/18/2021,3880.29,3993.83,3774.61,3960.86
12/19/2021,3960.87,4018.66,3894.40,3922.59
12/20/2021,3923.70,3980.10,3759.40,3933.84
12/21/2021,3938.46,4058.82,3918.84,4020.26
12/22/2021,4018.70,4073.79,3947.69,3982.10
12/23/2021,3981.96,4149.03,3897.23,4108.02
12/24/2021,4111.35,4134.11,4029.06,4047.98
12/25/2021,4049.78,4138.56,4027.93,4093.28
12/26/2021,4094.15,4105.02,4013.03,4067.33
12/27/2021,4064.75,4126.00,4033.49,4037.55
12/28/2021,4037.54,4037.54,3769.28,3800.89
12/29/2021,3797.44,3827.98,3612.80,3628.53
12/30/2021,3632.22,3767.56,3595.20,3713.85
12/31/2021,3713.43,3807.29,3636.87,3682.63
1/1/2022,3683.05,3769.92,3682.29,3769.70
1/2/2022,3769.30,3836.16,3727.36,3829.56
1/3/2022,3829.54,3836.20,3698.05,3761.38
1/4/2022,3761.36,3876.79,3723.35,3794.06
1/5/2022,3794.27,3842.06,3456.75,3550.39
1/6/2022,3549.71,3549.71,3335.38,3418.41
1/7/2022,3417.84,3420.46,3117.38,3193.21
1/8/2022,3193.50,3240.30,3020.88,3091.97
1/9/2022,3091.70,3206.79,3075.91,3157.75
1/10/2022,3157.57,3177.21,2947.68,3083.10
1/11/2022,3082.99,3247.51,3061.14,3238.11
1/12/2022,3238.45,3401.22,3216.72,3372.26
1/13/2022,3372.10,3396.97,3247.92,3248.29
1/14/2022,3248.65,3330.77,3203.82,3310.00
1/15/2022,3309.84,3364.54,3278.67,3330.53
1/16/2022,3330.39,3376.40,3291.56,3350.92
1/17/2022,3350.95,3355.82,3157.22,3212.30
1/18/2022,3212.29,3236.02,3096.12,3164.03
1/19/2022,3163.85,3171.16,3055.21,3095.83
1/20/2022,3095.27,3265.34,3000.91,3001.12
1/21/2022,3002.96,3029.08,2496.81,2557.93
1/22/2022,2561.15,2615.25,2330.25,2405.18
1/23/2022,2406.92,2542.14,2381.52,2535.04
1/24/2022,2535.89,2537.21,2172.30,2440.35
1/25/2022,2440.39,2498.51,2359.38,2455.94
1/26/2022,2455.58,2705.78,2417.68,2468.03
1/27/2022,2467.19,2510.45,2328.45,2423.00
1/28/2022,2421.65,2548.78,2367.83,2547.09
1/29/2022,2546.59,2627.61,2526.99,2597.08
1/30/2022,2598.56,2631.41,2550.46,2603.47
1/31/2022,2603.26,2697.74,2489.07,2688.28
2/1/2022,2687.90,2802.32,2682.62,2792.12
2/2/2022,2791.96,2802.21,2630.12,2682.85
2/3/2022,2682.23,2712.48,2587.78,2679.16
2/4/2022,2681.06,2983.59,2675.44,2983.59
2/5/2022,2984.45,3054.13,2966.78,3014.65
2/6/2022,3014.96,3061.26,2965.43,3057.48
2/7/2022,3057.42,3182.53,3002.93,3142.47
2/8/2022,3143.01,3219.47,3038.38,3122.61
2/9/2022,3121.18,3263.16,3063.16,3239.46
2/10/2022,3240.11,3271.32,3070.38,3077.48
2/11/2022,3077.41,3127.45,2888.71,2927.38
2/12/2022,2927.39,2980.08,2870.18,2917.36
2/13/2022,2916.79,2947.78,2845.40,2883.46
2/14/2022,2880.19,2957.96,2840.26,2933.48
2/15/2022,2933.73,3185.52,2917.86,3179.88
2/16/2022,3180.45,3181.62,3055.17,3127.83
2/17/2022,3126.86,3154.62,2861.85,2881.48
2/18/2022,2884.34,2937.31,2761.64,2785.73
2/19/2022,2784.87,2826.35,2707.38,2763.70
2/20/2022,2763.76,2763.76,2585.95,2628.65
2/21/2022,2627.67,2752.46,2568.25,2573.82
2/22/2022,2572.90,2648.92,2510.68,2639.30
2/23/2022,2639.45,2741.37,2587.41,2590.36
2/24/2022,2588.17,2689.05,2308.91,2598.07
2/25/2022,2598.44,2821.97,2579.21,2764.54
2/26/2022,2764.99,2849.42,2745.01,2781.11
2/27/2022,2780.50,2831.13,2581.62,2621.80
2/28/2022,2621.17,2929.18,2586.39,2919.20
3/1/2022,2919.78,3029.65,2868.94,2972.49
3/2/2022,2972.47,3026.87,2919.94,2950.12
3/3/2022,2950.16,2964.67,2797.32,2834.47
3/4/2022,2834.99,2835.18,2587.75,2617.16
3/5/2022,2618.47,2679.10,2596.99,2664.83
3/6/2022,2664.94,2673.64,2555.04,2555.04
3/7/2022,2555.30,2639.94,2455.59,2497.77
3/8/2022,2497.72,2618.17,2489.76,2576.75
3/9/2022,2577.17,2761.80,2573.66,2729.78
3/10/2022,2729.12,2729.12,2566.19,2608.05
3/11/2022,2608.27,2664.56,2534.69,2559.56
3/12/2022,2559.66,2606.44,2559.13,2574.75
3/13/2022,2573.49,2594.55,2503.89,2518.94
3/14/2022,2518.49,2604.03,2505.30,2590.70
3/15/2022,2590.67,2662.33,2515.77,2620.15
3/16/2022,2620.03,2781.31,2610.76,2772.06
3/17/2022,2771.96,2826.16,2751.56,2814.85
3/18/2022,2814.43,2973.62,2774.86,2945.34
3/19/2022,2944.72,2979.99,2910.80,2946.26
3/20/2022,2946.55,2956.97,2826.11,2860.46
3/21/2022,2860.10,2954.56,2838.25,2897.98
3/22/2022,2897.77,3040.38,2892.54,2973.13
3/23/2022,2973.15,3036.75,2933.31,3031.07
3/24/2022,3031.06,3118.39,3012.33,3108.06
3/25/2022,3108.45,3183.96,3087.49,3106.67
3/26/2022,3106.41,3146.83,3091.83,3143.18
3/27/2022,3143.80,3291.58,3130.00,3291.58
3/28/2022,3292.32,3424.02,3279.03,3336.63
3/29/2022,3335.02,3470.19,3335.02,3401.99
3/30/2022,3401.53,3435.29,3349.24,3385.16
3/31/2022,3385.29,3435.13,3272.93,3281.64
4/1/2022,3282.58,3467.56,3223.89,3449.55
4/2/2022,3449.79,3521.28,3442.00,3445.06
4/3/2022,3444.81,3573.96,3421.26,3522.83
4/4/2022,3522.36,3535.15,3422.00,3521.24
4/5/2022,3521.24,3546.71,3410.55,3411.79
4/6/2022,3411.67,3411.67,3171.21,3171.69
4/7/2022,3172.20,3263.47,3155.58,3233.27
4/8/2022,3233.27,3301.61,3179.14,3192.07
4/9/2022,3191.98,3261.96,3187.47,3261.92
4/10/2022,3261.29,3303.00,3211.87,3211.87
4/11/2022,3209.58,3214.46,2962.76,2981.05
4/12/2022,2981.42,3077.45,2957.87,3030.38
4/13/2022,3029.88,3123.58,3006.48,3118.34
4/14/2022,3117.82,3139.93,2988.44,3019.91
4/15/2022,3020.13,3044.29,3001.12,3040.92
4/16/2022,3041.12,3074.89,3016.42,3062.31
4/17/2022,3061.88,3075.78,2989.04,2993.40
4/18/2022,2993.48,3062.52,2893.91,3057.61
4/19/2022,3057.57,3125.08,3035.54,3104.11
4/20/2022,3103.94,3157.89,3045.29,3077.75
4/21/2022,3077.83,3173.45,2962.41,2987.48
4/22/2022,2986.94,3024.85,2942.36,2964.84
4/23/2022,2964.80,2975.32,2926.74,2938.11
4/24/2022,2937.35,2961.88,2922.13,2922.73
4/25/2022,2922.99,3018.42,2804.51,3009.39
4/26/2022,3008.95,3026.42,2786.25,2808.30
4/27/2022,2808.65,2911.88,2802.27,2888.93
4/28/2022,2888.85,2973.14,2861.82,2936.94
4/29/2022,2936.78,2943.45,2782.44,2815.60
4/30/2022,2815.53,2836.83,2727.41,2730.19
5/1/2022,2729.99,2838.70,2728.08,2827.76
5/2/2022,2827.61,2874.15,2785.52,2857.41
5/3/2022,2857.15,2859.19,2762.12,2783.48
5/4/2022,2783.13,2956.69,2779.27,2940.64
5/5/2022,2940.23,2948.96,2704.92,2749.21
5/6/2022,2748.93,2754.84,2645.34,2694.98
5/7/2022,2694.99,2696.65,2599.52,2636.09
5/8/2022,2636.12,2638.83,2498.43,2517.46
5/9/2022,2518.51,2528.26,2238.06,2245.43
5/10/2022,2242.65,2450.76,2206.76,2343.51
5/11/2022,2342.75,2441.08,2018.86,2072.11
5/12/2022,2072.50,2170.46,1748.30,1961.70
5/13/2022,1960.12,2139.71,1941.98,2014.42
5/14/2022,2014.28,2063.43,1956.57,2056.27
5/15/2022,2056.18,2147.19,2008.16,2145.71
5/16/2022,2145.84,2145.84,1988.81,2022.73
5/17/2022,2022.88,2113.06,2015.97,2090.41
5/18/2022,2090.46,2102.33,1916.66,1916.66
5/19/2022,1916.15,2028.39,1907.02,2018.34
5/20/2022,2018.00,2054.80,1926.68,1961.32
5/21/2022,1961.02,1985.40,1944.27,1974.52
5/22/2022,1974.67,2047.19,1966.04,2043.17
5/23/2022,2042.34,2080.33,1964.39,1972.18
5/24/2022,1972.39,1991.54,1920.69,1978.98
5/25/2022,1978.68,2014.37,1943.94,1944.83
5/26/2022,1945.03,1962.17,1759.20,1803.91
5/27/2022,1802.54,1814.66,1721.26,1724.92
5/28/2022,1724.64,1757.94,1724.64,1757.94
5/29/2022,1792.18,1818.78,1765.94,1812.03
5/30/2022,1811.89,2005.21,1804.46,1996.44
5/31/2022,1996.41,2005.49,1932.35,1942.33
6/1/2022,1942.05,1965.17,1776.05,1823.57
